id,text,label
1115,سینما 1370 تومن شد,entertainment
1116,360 تومن برای بنزین دادم,transport
1117,3700 تومن اجاره گرفتم,housing
1118,کباب خریدم 2260,food
1119,مترو خریدم 2540,transport
1120,1940 تومن قبض گاز گرفتم,housing
1121,تفریح 3350 تومن شد,entertainment
1122,390 تومن مترو گرفتم,transport
1123,1650 تومن برای اجاره دادم,housing
1124,ساندویچ 1770 تومن شد,food
1125,3760 تومن کنسرت گرفتم,entertainment
1126,1750 خرج دارو شد,health
1127,3620 تومن آزمایش گرفتم,health
1128,860 خرج اشتراک فیلم شد,entertainment
1129,290 تومن کنسرت گرفتم,entertainment
1130,شارژ ساختمان خریدم 990,housing
1131,3710 خرج کیف شد,shopping
1132,1460 تومن برای اینترنت خونه دادم,housing
1133,تاکسی خریدم 270,transport
1134,دندانپزشک خریدم 4320,health
1135,1860 تومن تاکسی گرفتم,transport
1136,1520 خرج سینما شد,entertainment
1137,510 تومن کنسرت گرفتم,entertainment
1138,3280 تومن برای اسنپ دادم,transport
1139,4340 تومن قهوه گرفتم,food
1140,قبض آب خریدم 2430,housing
1141,480 خرج لباس شد,shopping
1142,کنسرت خریدم 1910,entertainment
1143,2300 تومن شارژ ساختمان گرفتم,housing
1144,2400 تومن برای قبض آب دادم,housing
1145,2900 تومن اتوبوس گرفتم,transport
1146,3430 تومن بنزین گرفتم,transport
1147,4150 خرج فلافل شد,food
1148,1180 خرج تفریح شد,entertainment
1149,4210 خرج کباب شد,food
1150,تفریح خریدم 3530,entertainment
1151,2450 تومن برای دکتر دادم,health
1152,4640 تومن کباب گرفتم,food
1153,4630 خرج دندانپزشک شد,health
1154,درمان 3190 تومن شد,health
1155,قهوه 900 تومن شد,food
1156,660 تومن اسنپ گرفتم,transport
1157,سینما خریدم 3510,entertainment
1158,770 خرج بنزین شد,transport
1159,4680 تومن قبض برق گرفتم,housing
1160,کباب خریدم 2860,food
1161,4400 تومن برای ویزیت دادم,health
1162,4710 تومن آزمایش گرفتم,health
1163,3020 خرج کیف شد,shopping
1164,سینما 2140 تومن شد,entertainment
1165,3030 خرج کرایه رفت و برگشت شد,transport
1166,2900 تومن ساندویچ گرفتم,food
1167,4520 تومن برای قبض گاز دادم,housing
1168,شهربازی خریدم 1980,entertainment
1169,2440 تومن دندانپزشک گرفتم,health
1170,اتوبوس 2080 تومن شد,transport
1171,دندانپزشک خریدم 3500,health
1172,4570 تومن برای کباب دادم,food
1173,میوه خریدم 270,shopping
1174,120 تومن برای قبض برق دادم,housing
1175,قبض برق خریدم 1450,housing
1176,لوازم تحریر 520 تومن شد,shopping
1177,اتوبوس خریدم 3820,transport
1178,قبض برق خریدم 3750,housing
1179,درمان 470 تومن شد,health
1180,کنسرت خریدم 4690,entertainment
1181,3900 خرج کفش شد,shopping
1182,اجاره 2650 تومن شد,housing
1183,3650 خرج برگر شد,food
1184,4010 خرج کنسرت شد,entertainment
1185,دارو 900 تومن شد,health
1186,1290 تومن تاکسی گرفتم,transport
1187,4720 تومن برای سینما دادم,entertainment
1188,1420 تومن برای میوه دادم,shopping
1189,2050 تومن تفریح گرفتم,entertainment
1190,1250 تومن برای خرید سوپر دادم,shopping
1191,تفریح 2300 تومن شد,entertainment
1192,2840 تومن برای تفریح دادم,entertainment
1193,4300 تومن برای شارژ ساختمان دادم,housing
1194,480 تومن برای لوازم تحریر دادم,shopping
1195,کباب 270 تومن شد,food
1196,دکتر 4400 تومن شد,health
1197,میوه 3480 تومن شد,shopping
1198,2110 خرج اینترنت خونه شد,housing
1199,پیتزا 2440 تومن شد,food
1200,3090 تومن میوه گرفتم,shopping
1201,3130 تومن برای اتوبوس دادم,transport
1202,3310 تومن برای لوازم تحریر دادم,shopping
1203,4380 تومن برای بازی دادم,entertainment
1204,شهربازی خریدم 1130,entertainment
1205,2680 خرج اینترنت خونه شد,housing
1206,540 تومن تفریح گرفتم,entertainment
1207,4960 تومن برای درمان دادم,health
1208,3060 خرج درمان شد,health
1209,3520 تومن قبض برق گرفتم,housing
1210,1740 تومن برای سینما دادم,entertainment
1211,4430 تومن برای لباس دادم,shopping
1212,3660 تومن برای اینترنت خونه دادم,housing
1213,اسنپ 2660 تومن شد,transport
1214,3400 تومن برای کباب دادم,food
1215,3710 تومن میوه گرفتم,shopping
1216,1530 تومن برای کفش دادم,shopping
1217,2000 تومن بازی گرفتم,entertainment
1218,درمان 2940 تومن شد,health
1219,اینترنت خونه 3670 تومن شد,housing
1220,کیف خریدم 3280,shopping
1221,2610 تومن برای لباس دادم,shopping
1222,4500 خرج بنزین شد,transport
1223,اتوبوس خریدم 510,transport
1224,1340 خرج بنزین شد,transport
1225,4620 تومن برای بنزین دادم,transport
1226,1150 تومن برای خرید سوپر دادم,shopping
1227,4480 تومن برای بنزین دادم,transport
1228,1920 تومن برای شهربازی دادم,entertainment
1229,2390 تومن ویزیت گرفتم,health
1230,4450 خرج سینما شد,entertainment
1231,دندانپزشک خریدم 380,health
1232,کرایه رفت و برگشت خریدم 630,transport
1233,2130 تومن ویزیت گرفتم,health
1234,1040 تومن برای اسنپ دادم,transport
1235,تفریح خریدم 4590,entertainment
1236,اتوبوس 4430 تومن شد,transport
1237,قهوه 1720 تومن شد,food
1238,310 تومن اینترنت خونه گرفتم,housing
1239,شهربازی 1090 تومن شد,entertainment
1240,2520 تومن دکتر گرفتم,health
1241,کرایه رفت و برگشت خریدم 2240,transport
1242,بازی خریدم 4960,entertainment
1243,210 خرج سینما شد,entertainment
1244,1930 تومن بنزین گرفتم,transport
1245,990 تومن قبض گاز گرفتم,housing
1246,خرید سوپر 3220 تومن شد,shopping
1247,4510 تومن برای بنزین دادم,transport
1248,شارژ ساختمان خریدم 540,housing
1249,دندانپزشک 1580 تومن شد,health
1250,1540 تومن برای پیتزا دادم,food
1251,2680 خرج اشتراک فیلم شد,entertainment
1252,ویزیت 2240 تومن شد,health
1253,قبض آب 1850 تومن شد,housing
1254,مترو 110 تومن شد,transport
1255,بنزین 690 تومن شد,transport
1256,3030 خرج خرید سوپر شد,shopping
1257,1890 تومن تاکسی گرفتم,transport
1258,1320 خرج اشتراک فیلم شد,entertainment
1259,3060 تومن دارو گرفتم,health
1260,3360 تومن خرید سوپر گرفتم,shopping
1261,ساندویچ خریدم 2150,food
1262,2820 تومن برای سینما دادم,entertainment
1263,اشتراک فیلم 800 تومن شد,entertainment
1264,3240 تومن لوازم تحریر گرفتم,shopping
1265,3400 تومن قبض آب گرفتم,housing
1266,1400 خرج کیف شد,shopping
1267,درمان خریدم 720,health
1268,3700 خرج صبحونه شد,food
1269,600 تومن برگر گرفتم,food
1270,کنسرت 3130 تومن شد,entertainment
1271,1050 تومن برای قبض گاز دادم,housing
1272,کفش 1530 تومن شد,shopping
1273,صبحونه 2560 تومن شد,food
1274,کفش 1710 تومن شد,shopping
1275,3450 تومن پیتزا گرفتم,food
1276,780 تومن قهوه گرفتم,food
1277,3720 تومن دارو گرفتم,health
1278,اینترنت خونه خریدم 1200,housing
1279,2390 تومن قبض برق گرفتم,housing
1280,4490 تومن ناهار گرفتم,food
1281,4120 تومن برای قبض برق دادم,housing
1282,610 تومن اشتراک فیلم گرفتم,entertainment
1283,پیتزا 4380 تومن شد,food
1284,890 تومن برای لوازم تحریر دادم,shopping
1285,4910 خرج قبض آب شد,housing
1286,490 تومن برای اینترنت خونه دادم,housing
1287,شارژ ساختمان خریدم 600,housing
1288,بازی خریدم 1410,entertainment
1289,کفش خریدم 4110,shopping
1290,میوه 590 تومن شد,shopping
1291,لوازم تحریر 320 تومن شد,shopping
1292,4680 خرج کباب شد,food
1293,تفریح خریدم 3490,entertainment
1294,1960 تومن برای کرایه رفت و برگشت دادم,transport
1295,دارو 4430 تومن شد,health
1296,بازی خریدم 590,entertainment
1297,340 تومن برای سینما دادم,entertainment
1298,80 خرج لباس شد,shopping
1299,3720 خرج کیف شد,shopping
1300,4490 تومن برای بنزین دادم,transport
1301,3540 خرج دندانپزشک شد,health
1302,کباب 3400 تومن شد,food
1303,شهربازی خریدم 3410,entertainment
1304,4580 خرج کرایه رفت و برگشت شد,transport
1305,پیتزا 3310 تومن شد,food
1306,آزمایش خریدم 4380,health
1307,تاکسی خریدم 3860,transport
1308,1710 تومن برای شارژ ساختمان دادم,housing
1309,1160 خرج صبحونه شد,food
1310,کفش 2080 تومن شد,shopping
1311,2290 خرج قهوه شد,food
1312,سینما خریدم 4400,entertainment
1313,شهربازی خریدم 620,entertainment
1314,110 تومن لوازم تحریر گرفتم,shopping
1315,200 خرج بازی شد,entertainment
1316,4240 تومن دارو گرفتم,health
1317,3280 تومن برای دندانپزشک دادم,health
1318,دندانپزشک خریدم 1070,health
1319,4240 تومن قبض برق گرفتم,housing
1320,1710 خرج مترو شد,transport
1321,2440 تومن برای دندانپزشک دادم,health
1322,600 تومن کفش گرفتم,shopping
1323,30 تومن برای میوه دادم,shopping
1324,4950 تومن برای اینترنت خونه دادم,housing
1325,1930 تومن دندانپزشک گرفتم,health
1326,ناهار 2540 تومن شد,food
1327,لوازم تحریر خریدم 3710,shopping
1328,برگر 3140 تومن شد,food
1329,تاکسی خریدم 4780,transport
1330,مترو 4240 تومن شد,transport
1331,لباس خریدم 570,shopping
1332,ساندویچ خریدم 3970,food
1333,3030 خرج اشتراک فیلم شد,entertainment
1334,40 خرج مترو شد,transport
1335,خرید سوپر خریدم 2850,shopping
1336,4750 خرج آزمایش شد,health
1337,بنزین 2980 تومن شد,transport
1338,میوه خریدم 550,shopping
1339,3120 تومن برای کیف دادم,shopping
1340,2160 خرج آزمایش شد,health
1341,میوه خریدم 1420,shopping
1342,قبض برق 2330 تومن شد,housing
1343,3100 خرج مترو شد,transport
1344,2820 تومن برای اینترنت خونه دادم,housing
1345,4800 خرج لوازم تحریر شد,shopping
1346,میوه 1040 تومن شد,shopping
1347,1500 تومن برای درمان دادم,health
1348,میوه 3650 تومن شد,shopping
1349,3570 تومن برای دندانپزشک دادم,health
1350,3910 تومن برای خرید سوپر دادم,shopping
1351,3000 خرج آزمایش شد,health
1352,2150 خرج لوازم تحریر شد,shopping
1353,4150 تومن قبض آب گرفتم,housing
1354,دارو خریدم 140,health
1355,3450 تومن تاکسی گرفتم,transport
1356,اتوبوس 3860 تومن شد,transport
1357,اینترنت خونه 1300 تومن شد,housing
1358,1060 خرج برگر شد,food
1359,فلافل خریدم 4180,food
1360,صبحونه 4440 تومن شد,food
1361,لوازم تحریر خریدم 2890,shopping
1362,4030 تومن برای کرایه رفت و برگشت دادم,transport
1363,لوازم تحریر خریدم 260,shopping
1364,4910 تومن برای بازی دادم,entertainment
1365,80 تومن برای دارو دادم,health
1366,کرایه رفت و برگشت خریدم 4460,transport
1367,3620 تومن برای بنزین دادم,transport
1368,3800 خرج دندانپزشک شد,health
1369,بنزین 4950 تومن شد,transport
1370,920 تومن قبض آب گرفتم,housing
1371,3780 خرج اسنپ شد,transport
1372,کباب خریدم 220,food
1373,قبض گاز 1370 تومن شد,housing
1374,4350 تومن برای کرایه رفت و برگشت دادم,transport
1375,فلافل 2400 تومن شد,food
1376,4770 تومن برای ناهار دادم,food
1377,3980 خرج دارو شد,health
1378,2530 خرج لباس شد,shopping
1379,390 تومن برای ویزیت دادم,health
1380,دکتر 4910 تومن شد,health
1381,4040 خرج دارو شد,health
1382,2800 خرج مترو شد,transport
1383,سینما 1800 تومن شد,entertainment
1384,1710 تومن برای بنزین دادم,transport
1385,1130 خرج قبض برق شد,housing
1386,2890 تومن آزمایش گرفتم,health
1387,فلافل 2300 تومن شد,food
1388,4720 خرج کیف شد,shopping
1389,3510 تومن برای تاکسی دادم,transport
1390,1990 تومن برای سینما دادم,entertainment
1391,1460 تومن درمان گرفتم,health
1392,2650 خرج ویزیت شد,health
1393,240 تومن برای بازی دادم,entertainment
1394,1660 خرج میوه شد,shopping
1395,870 خرج ساندویچ شد,food
1396,3220 تومن دارو گرفتم,health
1397,بنزین 3240 تومن شد,transport
1398,4290 تومن کفش گرفتم,shopping
1399,کرایه رفت و برگشت خریدم 4260,transport
1400,خرید سوپر 3840 تومن شد,shopping
1401,3690 تومن برای قهوه دادم,food
1402,390 تومن ساندویچ گرفتم,food
1403,2870 تومن اتوبوس گرفتم,transport
1404,4680 تومن برای دکتر دادم,health
1405,بازی خریدم 2320,entertainment
1406,شهربازی خریدم 100,entertainment
1407,2750 تومن خرید سوپر گرفتم,shopping
1408,3180 تومن لوازم تحریر گرفتم,shopping
1409,250 تومن کیف گرفتم,shopping
1410,560 تومن برای قبض گاز دادم,housing
1411,3120 تومن لباس گرفتم,shopping
1412,قبض آب خریدم 1970,housing
1413,خرید سوپر 2440 تومن شد,shopping
1414,دکتر خریدم 710,health
1415,ویزیت 4930 تومن شد,health
1416,4560 تومن برای اینترنت خونه دادم,housing
1417,4490 خرج صبحونه شد,food
1418,230 تومن تاکسی گرفتم,transport
1419,2030 خرج دندانپزشک شد,health
1420,دارو 1580 تومن شد,health
1421,4640 تومن برای لوازم تحریر دادم,shopping
1422,4650 خرج مترو شد,transport
1423,اسنپ 960 تومن شد,transport
1424,1010 تومن ویزیت گرفتم,health
1425,4110 خرج بنزین شد,transport
1426,2380 خرج صبحونه شد,food
1427,3450 تومن برگر گرفتم,food
1428,1030 خرج اجاره شد,housing
1429,شهربازی 1840 تومن شد,entertainment
1430,1220 تومن لوازم تحریر گرفتم,shopping
1431,قبض گاز 370 تومن شد,housing
1432,2320 تومن برای قبض آب دادم,housing
1433,1580 خرج درمان شد,health
1434,2920 تومن برای کرایه رفت و برگشت دادم,transport
1435,880 تومن قبض آب گرفتم,housing
1436,شارژ ساختمان 4040 تومن شد,housing
1437,لوازم تحریر خریدم 3300,shopping
1438,700 تومن برای قبض برق دادم,housing
1439,2300 تومن برای بازی دادم,entertainment
1440,2840 تومن قبض آب گرفتم,housing
1441,3120 تومن بنزین گرفتم,transport
1442,4580 خرج شارژ ساختمان شد,housing
1443,3770 تومن اتوبوس گرفتم,transport
1444,4580 تومن خرید سوپر گرفتم,shopping
1445,170 خرج درمان شد,health
1446,3950 خرج آزمایش شد,health
1447,2840 تومن برای تاکسی دادم,transport
1448,دندانپزشک 2430 تومن شد,health
1449,1160 خرج قبض آب شد,housing
1450,لباس خریدم 700,shopping
1451,دندانپزشک خریدم 480,health
1452,قبض گاز 70 تومن شد,housing
1453,860 خرج درمان شد,health
1454,مترو 830 تومن شد,transport
1455,دندانپزشک 3390 تومن شد,health
1456,2490 تومن برای لوازم تحریر دادم,shopping
1457,شام خریدم 3910,food
1458,1370 تومن برای تاکسی دادم,transport
1459,تاکسی 3440 تومن شد,transport
1460,ویزیت خریدم 2000,health
1461,220 تومن برای سینما دادم,entertainment
1462,3260 تومن برای صبحونه دادم,food
1463,2980 خرج لباس شد,shopping
1464,دکتر خریدم 1940,health
1465,3360 تومن قبض گاز گرفتم,housing
1466,ویزیت 1940 تومن شد,health
1467,1820 تومن برای آزمایش دادم,health
1468,4560 خرج بازی شد,entertainment
1469,صبحونه 4530 تومن شد,food
1470,1190 تومن کنسرت گرفتم,entertainment
1471,درمان 1450 تومن شد,health
1472,820 تومن برای اسنپ دادم,transport
1473,4200 تومن درمان گرفتم,health
1474,2140 تومن برای میوه دادم,shopping
1475,خرید سوپر خریدم 2480,shopping
1476,کنسرت 3040 تومن شد,entertainment
1477,کفش 130 تومن شد,shopping
1478,2950 خرج ناهار شد,food
1479,3240 خرج اسنپ شد,transport
1480,ناهار 300 تومن شد,food
1481,شارژ ساختمان خریدم 2660,housing
1482,3280 تومن دندانپزشک گرفتم,health
1483,3400 تومن برای لوازم تحریر دادم,shopping
1484,2310 خرج شام شد,food
1485,بازی 890 تومن شد,entertainment
1486,750 خرج تفریح شد,entertainment
1487,3390 خرج کرایه رفت و برگشت شد,transport
1488,3720 تومن برای شارژ ساختمان دادم,housing
1489,3040 تومن تفریح گرفتم,entertainment
1490,مترو 1990 تومن شد,transport
1491,1050 خرج پیتزا شد,food
1492,درمان 2160 تومن شد,health
1493,دارو خریدم 920,health
1494,210 خرج دندانپزشک شد,health
1495,دارو خریدم 490,health
1496,4630 خرج میوه شد,shopping
1497,دارو خریدم 4610,health
1498,1910 تومن آزمایش گرفتم,health
1499,کیف 2210 تومن شد,shopping
1500,1810 خرج بازی شد,entertainment
1501,2960 تومن لوازم تحریر گرفتم,shopping
1502,کنسرت خریدم 1320,entertainment
1503,1470 خرج تاکسی شد,transport
1504,آزمایش 1330 تومن شد,health
1505,2970 خرج پیتزا شد,food
1506,صبحونه خریدم 50,food
1507,3540 تومن برای میوه دادم,shopping
1508,شهربازی 560 تومن شد,entertainment
1509,3010 تومن برای اشتراک فیلم دادم,entertainment
1510,2180 خرج قبض گاز شد,housing
1511,قبض گاز خریدم 1430,housing
1512,2840 خرج مترو شد,transport
1513,1910 خرج کنسرت شد,entertainment
1514,1310 تومن برای آزمایش دادم,health
1515,ویزیت خریدم 3980,health
1516,4390 تومن میوه گرفتم,shopping
1517,میوه 2300 تومن شد,shopping
1518,شام خریدم 2620,food
1519,3160 تومن قبض گاز گرفتم,housing
1520,4950 تومن مترو گرفتم,transport
1521,2430 خرج ناهار شد,food
1522,340 تومن برای سینما دادم,entertainment
1523,420 خرج اتوبوس شد,transport
1524,کباب خریدم 4780,food
1525,2680 تومن برای درمان دادم,health
1526,کیف 310 تومن شد,shopping
1527,2260 تومن کفش گرفتم,shopping
1528,4780 خرج بنزین شد,transport
1529,190 خرج شارژ ساختمان شد,housing
1530,دندانپزشک 3590 تومن شد,health
1531,3470 تومن دکتر گرفتم,health
1532,3370 تومن شارژ ساختمان گرفتم,housing
1533,تاکسی خریدم 1430,transport
1534,اینترنت خونه خریدم 2040,housing
1535,2670 تومن دکتر گرفتم,health
1536,370 تومن لوازم تحریر گرفتم,shopping
1537,3730 خرج ویزیت شد,health
1538,1790 تومن برای ویزیت دادم,health
1539,کرایه رفت و برگشت 4950 تومن شد,transport
1540,2960 تومن بازی گرفتم,entertainment
1541,2100 خرج شارژ ساختمان شد,housing
1542,390 خرج صبحونه شد,food
1543,4860 تومن قبض برق گرفتم,housing
1544,4500 خرج ویزیت شد,health
1545,ویزیت خریدم 3570,health
1546,تفریح 2490 تومن شد,entertainment
1547,قبض آب خریدم 3500,housing
1548,2480 تومن دارو گرفتم,health
1549,اجاره 1970 تومن شد,housing
1550,1190 تومن برای لوازم تحریر دادم,shopping
1551,2660 خرج شهربازی شد,entertainment
1552,1290 تومن برای برگر دادم,food
1553,3460 تومن برای کباب دادم,food
1554,صبحونه 4780 تومن شد,food
1555,شهربازی 1830 تومن شد,entertainment
1556,ویزیت 950 تومن شد,health
1557,اشتراک فیلم 1040 تومن شد,entertainment
1558,4480 تومن برای میوه دادم,shopping
1559,اسنپ 1050 تومن شد,transport
1560,810 تومن ویزیت گرفتم,health
1561,ساندویچ خریدم 3480,food
1562,3930 خرج دارو شد,health
1563,1920 خرج قهوه شد,food
1564,4610 خرج قبض آب شد,housing
1565,950 خرج قبض آب شد,housing
1566,1150 خرج قبض آب شد,housing
1567,تاکسی خریدم 2710,transport
1568,180 خرج تفریح شد,entertainment
1569,قبض آب 4420 تومن شد,housing
1570,3590 خرج سینما شد,entertainment
1571,3540 تومن شهربازی گرفتم,entertainment
1572,1960 خرج شام شد,food
1573,1870 خرج فلافل شد,food
1574,2820 تومن برای شارژ ساختمان دادم,housing
1575,2430 خرج اتوبوس شد,transport
1576,قبض برق خریدم 960,housing
1577,2160 تومن برای کنسرت دادم,entertainment
1578,قبض آب خریدم 1450,housing
1579,690 خرج کرایه رفت و برگشت شد,transport
1580,4180 تومن میوه گرفتم,shopping
1581,لباس 4130 تومن شد,shopping
1582,آزمایش خریدم 4400,health
1583,اسنپ 4110 تومن شد,transport
1584,سینما خریدم 920,entertainment
1585,4590 خرج کنسرت شد,entertainment
1586,درمان خریدم 1630,health
1587,2890 خرج قبض برق شد,housing
1588,کباب 520 تومن شد,food
1589,4180 تومن برای شام دادم,food
1590,اشتراک فیلم خریدم 510,entertainment
1591,1350 تومن برای لباس دادم,shopping
1592,2870 تومن برای قبض گاز دادم,housing
1593,2120 تومن اجاره گرفتم,housing
1594,4950 خرج اینترنت خونه شد,housing
1595,2960 خرج کرایه رفت و برگشت شد,transport
1596,1830 تومن برای اتوبوس دادم,transport
1597,کیف خریدم 2510,shopping
1598,3160 تومن برای کباب دادم,food
1599,اشتراک فیلم 4910 تومن شد,entertainment
1600,4150 تومن برای بنزین دادم,transport
1601,3150 خرج اشتراک فیلم شد,entertainment
1602,سینما 420 تومن شد,entertainment
1603,1620 تومن برای شارژ ساختمان دادم,housing
1604,3650 تومن برای لباس دادم,shopping
1605,2040 تومن برای درمان دادم,health
1606,3840 خرج شهربازی شد,entertainment
1607,آزمایش 2130 تومن شد,health
1608,تاکسی 660 تومن شد,transport
1609,4830 تومن لباس گرفتم,shopping
1610,2050 تومن اسنپ گرفتم,transport
1611,ساندویچ خریدم 4810,food
1612,دارو خریدم 150,health
1613,550 تومن برای دارو دادم,health
1614,دکتر خریدم 450,health
1615,1280 تومن برای شارژ ساختمان دادم,housing
1616,اشتراک فیلم 660 تومن شد,entertainment
1617,160 تومن دکتر گرفتم,health
1618,4420 تومن برای لباس دادم,shopping
1619,4470 خرج بازی شد,entertainment
1620,قبض گاز 2290 تومن شد,housing
1621,920 خرج کیف شد,shopping
1622,3250 خرج آزمایش شد,health
1623,3290 خرج تفریح شد,entertainment
1624,2480 خرج قبض برق شد,housing
1625,2280 تومن برای تاکسی دادم,transport
1626,قبض آب 1350 تومن شد,housing
1627,20 خرج اجاره شد,housing
1628,اتوبوس خریدم 1480,transport
1629,دارو خریدم 3540,health
1630,شهربازی خریدم 60,entertainment
1631,1200 تومن قبض گاز گرفتم,housing
1632,ویزیت خریدم 980,health
1633,آزمایش 2040 تومن شد,health
1634,بنزین خریدم 3790,transport
1635,1360 تومن کنسرت گرفتم,entertainment
1636,1240 خرج اشتراک فیلم شد,entertainment
1637,3520 تومن برای درمان دادم,health
1638,3820 خرج اینترنت خونه شد,housing
1639,980 تومن قبض آب گرفتم,housing
1640,1500 تومن اسنپ گرفتم,transport
1641,کفش خریدم 3180,shopping
1642,اینترنت خونه خریدم 3200,housing
1643,اتوبوس 110 تومن شد,transport
1644,صبحونه 130 تومن شد,food
1645,برگر 1390 تومن شد,food
1646,3740 تومن کفش گرفتم,shopping
1647,790 تومن تاکسی گرفتم,transport
1648,کنسرت خریدم 1770,entertainment
1649,قبض آب خریدم 1920,housing
1650,1710 تومن خرید سوپر گرفتم,shopping
1651,تاکسی خریدم 1380,transport
1652,صبحونه 2420 تومن شد,food
1653,اتوبوس خریدم 4200,transport
1654,ساندویچ 3950 تومن شد,food
1655,1280 تومن بازی گرفتم,entertainment
1656,3780 تومن مترو گرفتم,transport
1657,درمان خریدم 1080,health
1658,4940 تومن برای اشتراک فیلم دادم,entertainment
1659,3240 تومن شارژ ساختمان گرفتم,housing
1660,2680 تومن کیف گرفتم,shopping
1661,3280 تومن برای قبض آب دادم,housing
1662,4560 تومن اتوبوس گرفتم,transport
1663,میوه 590 تومن شد,shopping
1664,1680 تومن کفش گرفتم,shopping
1665,3010 تومن اتوبوس گرفتم,transport
1666,60 تومن کنسرت گرفتم,entertainment
1667,2450 خرج درمان شد,health
1668,3960 تومن اتوبوس گرفتم,transport
1669,2570 تومن اسنپ گرفتم,transport
1670,1750 تومن کیف گرفتم,shopping
1671,فلافل 3320 تومن شد,food
1672,4070 تومن کیف گرفتم,shopping
1673,1210 تومن برای مترو دادم,transport
1674,3890 تومن برای درمان دادم,health
1675,1000 تومن اشتراک فیلم گرفتم,entertainment
1676,کفش 1850 تومن شد,shopping
1677,اجاره خریدم 2500,housing
1678,ویزیت خریدم 2790,health
1679,970 خرج کرایه رفت و برگشت شد,transport
1680,قبض برق خریدم 3760,housing
1681,4700 خرج قبض گاز شد,housing
1682,تاکسی 2730 تومن شد,transport
1683,4210 تومن برای شهربازی دادم,entertainment
1684,2340 تومن ویزیت گرفتم,health
1685,کیف 1960 تومن شد,shopping
1686,3990 خرج فلافل شد,food
1687,3710 تومن اتوبوس گرفتم,transport
1688,کیف خریدم 4210,shopping
1689,کرایه رفت و برگشت خریدم 3510,transport
1690,3150 تومن برای دکتر دادم,health
1691,3300 تومن برای قبض آب دادم,housing
1692,2690 تومن ساندویچ گرفتم,food
1693,930 تومن ناهار گرفتم,food
1694,تاکسی 2500 تومن شد,transport
1695,پیتزا خریدم 2940,food
1696,2710 خرج کفش شد,shopping
1697,1330 تومن کیف گرفتم,shopping
1698,3120 تومن شارژ ساختمان گرفتم,housing
1699,شام خریدم 3370,food
1700,4120 تومن قهوه گرفتم,food
1701,قبض گاز خریدم 3820,housing
1702,310 خرج اینترنت خونه شد,housing
1703,220 تومن قبض گاز گرفتم,housing
1704,اجاره 4850 تومن شد,housing
1705,دارو 530 تومن شد,health
1706,آزمایش 990 تومن شد,health
1707,1290 خرج درمان شد,health
1708,2870 خرج میوه شد,shopping
1709,560 خرج اشتراک فیلم شد,entertainment
1710,اینترنت خونه خریدم 2360,housing
1711,ناهار 4070 تومن شد,food
1712,2600 تومن برای آزمایش دادم,health
1713,2750 خرج میوه شد,shopping
1714,4640 تومن برای شهربازی دادم,entertainment
1715,4340 تومن برای ویزیت دادم,health
1716,2220 تومن برای اشتراک فیلم دادم,entertainment
1717,2900 خرج دکتر شد,health
1718,3940 خرج مترو شد,transport
1719,لباس خریدم 1860,shopping
1720,20 تومن بازی گرفتم,entertainment
1721,100 خرج قبض گاز شد,housing
1722,50 تومن برای اتوبوس دادم,transport
1723,4400 تومن برای اسنپ دادم,transport
1724,4720 خرج برگر شد,food
1725,2940 خرج دندانپزشک شد,health
1726,تاکسی خریدم 210,transport
1727,720 تومن برای شارژ ساختمان دادم,housing
1728,قبض گاز 1290 تومن شد,housing
1729,490 خرج قبض برق شد,housing
1730,تفریح 4710 تومن شد,entertainment
1731,3720 تومن برای خرید سوپر دادم,shopping
1732,2510 خرج کنسرت شد,entertainment
1733,210 خرج برگر شد,food
1734,4010 تومن سینما گرفتم,entertainment
1735,قبض برق خریدم 4520,housing
1736,سینما 4470 تومن شد,entertainment
1737,4360 خرج لوازم تحریر شد,shopping
1738,290 تومن برای کباب دادم,food
1739,1650 خرج دارو شد,health
1740,1690 خرج دکتر شد,health
1741,800 تومن میوه گرفتم,shopping
1742,لوازم تحریر خریدم 2030,shopping
1743,2600 تومن دندانپزشک گرفتم,health
1744,مترو خریدم 1500,transport
1745,1740 تومن اسنپ گرفتم,transport
1746,3830 تومن تفریح گرفتم,entertainment
1747,1360 تومن آزمایش گرفتم,health
1748,تفریح 2240 تومن شد,entertainment
1749,مترو 2880 تومن شد,transport
1750,3350 خرج بازی شد,entertainment
1751,3170 خرج کرایه رفت و برگشت شد,transport
1752,380 تومن برای اسنپ دادم,transport
1753,3520 خرج شهربازی شد,entertainment
1754,ساندویچ خریدم 3450,food
1755,شهربازی 1800 تومن شد,entertainment
1756,3060 تومن قبض برق گرفتم,housing
1757,1810 خرج شارژ ساختمان شد,housing
1758,تفریح خریدم 760,entertainment
1759,1040 تومن برای شام دادم,food
1760,4380 تومن بنزین گرفتم,transport
1761,1260 خرج پیتزا شد,food
1762,90 تومن برای اتوبوس دادم,transport
1763,خرید سوپر خریدم 1580,shopping
1764,سینما 1710 تومن شد,entertainment
1765,کیف 1100 تومن شد,shopping
1766,3860 تومن برای دندانپزشک دادم,health
1767,آزمایش 3200 تومن شد,health
1768,3440 تومن لوازم تحریر گرفتم,shopping
1769,4650 خرج تفریح شد,entertainment
1770,890 تومن برگر گرفتم,food
1771,4060 خرج شارژ ساختمان شد,housing
1772,2400 تومن اجاره گرفتم,housing
1773,3400 تومن برای کباب دادم,food
