id,text,label
1440,1496 تومن صبحونه گرفتم,food
1441,1070 تومن تاکسی گرفتم,transport
1442,4247 برای هزینه شخصی پرداخت شد,other
1443,420 تومن دکتر رفتم,health
1444,2646 تومن خرید میوه کردم,shopping
1445,348 تومن کیف خریدم,shopping
1446,1769 تومن سوپرمارکت خریدم,shopping
1447,3191 کرایه اسنپ شد,transport
1448,2381 تومن خرج کار اداری کردم,other
1449,826 برای رفت و برگشت پرداخت کردم,transport
1450,3979 تومن خرج هزینه متفرقه کردم,other
1451,خرید 2271 آزمایش تومن,health
1452,3653 هزینه هزینه متفرقه شد,other
1453,1942 کرایه رفت و برگشت شد,transport
1454,4336 تومن شام خوردم,food
1455,2344 تومن کافی شاپ رفتم,entertainment
1456,2723 خرج بازی شد,entertainment
1457,3336 برای هزینه شخصی پرداخت شد,other
1458,برای 778 شهربازی دادم,entertainment
1459,603 تومن هزینه آزمایش شد,health
1460,2506 هزینه هزینه متفرقه شد,other
1461,2400 کرایه رفت و برگشت شد,transport
1462,836 اجاره خونه پرداخت کردم,housing
1463,سهم 265 آب شد,housing
1464,3101 خرج سینما شد,entertainment
1465,778 تومن خرج هزینه متفرقه کردم,other
1466,1756 تومن خرج کار اداری کردم,other
1467,538 خرج کنسرت شد,entertainment
1468,3253 تومن قبض گاز دادم,housing
1469,سهم 3236 گاز شد,housing
1470,3024 تومن ناهار گرفتم,food
1471,4251 تومن مترو گرفتم,transport
1472,سهم 4446 گاز شد,housing
1473,791 تومن هزینه دندانپزشک شد,health
1474,1203 برای کار اداری پرداخت شد,other
1475,3504 کرایه مترو شد,transport
1476,برای 2388 پیتزا تومن دادم,food
1477,3688 تومن بازی رفتم,entertainment
1478,3621 تومن هزینه ویزیت شد,health
1479,4217 کرایه اتوبوس شد,transport
1480,386 خرج کافی شاپ شد,entertainment
1481,620 تومن بیف برگر خوردم,food
1482,خرید 1420 دارو تومن,health
1483,3070 تومن میوه خریدم,shopping
1484,4356 تومن سوپرمارکت خریدم,shopping
1485,1095 برای هزینه متفرقه پرداخت شد,other
1486,3431 تومن لباس خریدم,shopping
1487,2808 خرج کنسرت شد,entertainment
1488,2770 تومن هزینه دارو شد,health
1489,1588 تومن سینما رفتم,entertainment
1490,4152 تومن کنسرت رفتم,entertainment
1491,307 تومن کافی شاپ رفتم,entertainment
1492,2950 تومن کنسرت رفتم,entertainment
1493,2354 تومن ناهار خوردم,food
1494,220 هزینه کار اداری شد,other
1495,2032 تومن سوپرمارکت خریدم,shopping
1496,1037 اجاره خونه پرداخت کردم,housing
1497,برای 1414 پیتزا تومن دادم,food
1498,2748 تومن خرید لباس کردم,shopping
1499,2771 تومن میوه خریدم,shopping
1500,2571 تومن بازی رفتم,entertainment
1501,1684 تومن دکتر رفتم,health
1502,2318 تومن بازی رفتم,entertainment
1503,4071 برای لوازم تحریر دادم,shopping
1504,4266 تومن هزینه دارو شد,health
1505,2296 تومن لباس خریدم,shopping
1506,1142 برای کیف دادم,shopping
1507,4276 خرج کنسرت شد,entertainment
1508,برای 3260 صبحونه تومن دادم,food
1509,4546 تومن دکتر رفتم,health
1510,1929 تومن دکتر رفتم,health
1511,2014 تومن اسنپ گرفتم,transport
1512,برای 4422 شهربازی دادم,entertainment
1513,54 تومن میوه خریدم,shopping
1514,4731 تومن هزینه دندانپزشک شد,health
1515,3647 تومن میوه خریدم,shopping
1516,1473 اجاره خونه پرداخت کردم,housing
1517,خرید 4745 دندانپزشک تومن,health
1518,1246 خرج کنسرت شد,entertainment
1519,399 تومن تاکسی گرفتم,transport
1520,4451 تومن هزینه ویزیت شد,health
1521,3806 تومن ساندویچ خوردم,food
1522,4295 تومن میوه خریدم,shopping
1523,3623 اجاره خونه پرداخت کردم,housing
1524,3978 اجاره خونه پرداخت کردم,housing
1525,1421 کرایه تاکسی شد,transport
1526,151 تومن بازی رفتم,entertainment
1527,4181 هزینه کار اداری شد,other
1528,1206 تومن تاکسی گرفتم,transport
1529,برای 4393 صبحونه تومن دادم,food
1530,1764 تومن خرید سوپرمارکت کردم,shopping
1531,609 تومن خرج کار اداری کردم,other
1532,2935 تومن لباس خریدم,shopping
1533,برای 1588 بیف برگر تومن دادم,food
1534,4441 برای کار اداری پرداخت شد,other
1535,271 هزینه هزینه متفرقه شد,other
1536,سهم 3175 اجاره شد,housing
1537,4190 برای اسنپ پرداخت کردم,transport
1538,3305 تومن خرج هزینه متفرقه کردم,other
1539,2345 تومن خرید میوه کردم,shopping
1540,3143 هزینه کار اداری شد,other
1541,1977 تومن مترو گرفتم,transport
1542,سهم 3231 گاز شد,housing
1543,3283 تومن اتوبوس گرفتم,transport
1544,1915 تومن قبض برق دادم,housing
1545,برای 4196 کافی شاپ دادم,entertainment
1546,خرید 2722 آزمایش تومن,health
1547,4398 هزینه هزینه شخصی شد,other
1548,4353 تومن پیتزا گرفتم,food
1549,برای 4285 پیتزا تومن دادم,food
1550,2146 تومن رفت و برگشت گرفتم,transport
1551,835 تومن سوپرمارکت خریدم,shopping
1552,3223 تومن ناهار گرفتم,food
1553,1732 تومن هزینه آزمایش شد,health
1554,برای 2539 شام تومن دادم,food
1555,1968 تومن سینما رفتم,entertainment
1556,125 برای هزینه متفرقه پرداخت شد,other
1557,266 تومن صبحونه گرفتم,food
1558,1779 برای هزینه شخصی پرداخت شد,other
1559,472 خرج کافی شاپ شد,entertainment
1560,511 تومن صبحونه خوردم,food
1561,خرید 4549 ویزیت تومن,health
1562,2094 اجاره خونه پرداخت کردم,housing
1563,3047 تومن صبحونه خوردم,food
1564,821 برای مترو پرداخت کردم,transport
1565,1756 تومن خرید میوه کردم,shopping
1566,2907 اجاره خونه پرداخت کردم,housing
1567,268 برای لوازم تحریر دادم,shopping
1568,3089 برای هزینه شخصی پرداخت شد,other
1569,503 تومن ساندویچ گرفتم,food
1570,590 تومن هزینه دندانپزشک شد,health
1571,1897 اجاره خونه پرداخت کردم,housing
1572,2918 تومن قبض شارژ ساختمان دادم,housing
1573,1098 تومن ناهار گرفتم,food
1574,2560 خرج سینما شد,entertainment
1575,3791 اجاره خونه پرداخت کردم,housing
1576,3244 هزینه هزینه شخصی شد,other
1577,سهم 2552 اجاره شد,housing
1578,برای 2499 کافی شاپ دادم,entertainment
1579,2157 تومن هزینه ویزیت شد,health
1580,3544 تومن خرج هزینه شخصی کردم,other
1581,3256 تومن خرید سوپرمارکت کردم,shopping
1582,1643 برای سوپرمارکت دادم,shopping
1583,3164 برای کیف دادم,shopping
1584,4568 اجاره خونه پرداخت کردم,housing
1585,برای 111 بیف برگر تومن دادم,food
1586,2673 تومن اتوبوس گرفتم,transport
1587,1101 تومن قبض برق دادم,housing
1588,1963 تومن هزینه ویزیت شد,health
1589,4876 هزینه کار اداری شد,other
1590,480 برای تاکسی پرداخت کردم,transport
1591,2107 برای لوازم تحریر دادم,shopping
1592,1001 برای میوه دادم,shopping
1593,2602 تومن سینما رفتم,entertainment
1594,1308 تومن صبحونه خوردم,food
1595,2046 کرایه تاکسی شد,transport
1596,347 برای اتوبوس پرداخت کردم,transport
1597,برای 759 بیف برگر تومن دادم,food
1598,سهم 3518 اجاره شد,housing
1599,1803 تومن قبض شارژ ساختمان دادم,housing
1600,4946 برای اتوبوس پرداخت کردم,transport
1601,1285 برای هزینه متفرقه پرداخت شد,other
1602,خرید 1646 ویزیت تومن,health
1603,477 کرایه تاکسی شد,transport
1604,سهم 4287 شارژ ساختمان شد,housing
1605,134 تومن ناهار گرفتم,food
1606,1976 برای تاکسی پرداخت کردم,transport
1607,1748 تومن دکتر رفتم,health
1608,سهم 4420 اجاره شد,housing
1609,197 هزینه هزینه متفرقه شد,other
1610,3166 اجاره خونه پرداخت کردم,housing
1611,4132 تومن خرج هزینه شخصی کردم,other
1612,808 تومن اتوبوس گرفتم,transport
1613,برای 1262 پیتزا تومن دادم,food
1614,4473 خرج کافی شاپ شد,entertainment
1615,3913 برای مترو پرداخت کردم,transport
1616,352 برای هزینه متفرقه پرداخت شد,other
1617,3249 برای میوه دادم,shopping
1618,2498 کرایه مترو شد,transport
1619,سهم 1771 گاز شد,housing
1620,برای 1215 ناهار تومن دادم,food
1621,برای 4193 کنسرت دادم,entertainment
1622,برای 3361 کافی شاپ دادم,entertainment
1623,406 تومن قبض اجاره دادم,housing
1624,1668 برای هزینه شخصی پرداخت شد,other
1625,2545 تومن ناهار گرفتم,food
1626,1571 تومن لباس خریدم,shopping
1627,4451 تومن خرج کار اداری کردم,other
1628,خرید 1931 ویزیت تومن,health
1629,خرید 2955 ویزیت تومن,health
1630,4503 هزینه هزینه متفرقه شد,other
1631,3440 اجاره خونه پرداخت کردم,housing
1632,145 تومن لوازم تحریر خریدم,shopping
1633,1540 برای هزینه شخصی پرداخت شد,other
1634,3142 هزینه هزینه شخصی شد,other
1635,2581 تومن شهربازی رفتم,entertainment
1636,3340 تومن بازی رفتم,entertainment
1637,2582 تومن قبض برق دادم,housing
1638,3550 کرایه رفت و برگشت شد,transport
1639,2248 برای اسنپ پرداخت کردم,transport
1640,807 تومن قبض اجاره دادم,housing
1641,1765 خرج کافی شاپ شد,entertainment
1642,86 اجاره خونه پرداخت کردم,housing
1643,1346 کرایه اسنپ شد,transport
1644,4182 تومن دکتر رفتم,health
1645,802 کرایه رفت و برگشت شد,transport
1646,3825 تومن سوپرمارکت خریدم,shopping
1647,214 تومن هزینه آزمایش شد,health
1648,3638 تومن پیتزا خوردم,food
1649,790 تومن کافی شاپ رفتم,entertainment
1650,4527 برای اتوبوس پرداخت کردم,transport
1651,1307 تومن قبض گاز دادم,housing
1652,4751 تومن ساندویچ خوردم,food
1653,خرید 1272 ویزیت تومن,health
1654,898 برای لوازم تحریر دادم,shopping
1655,1662 تومن شهربازی رفتم,entertainment
1656,برای 3528 بازی دادم,entertainment
1657,1032 خرج کنسرت شد,entertainment
1658,853 کرایه تاکسی شد,transport
1659,3166 برای کار اداری پرداخت شد,other
1660,1024 تومن بیف برگر گرفتم,food
1661,1423 تومن بیف برگر گرفتم,food
1662,596 تومن دکتر رفتم,health
1663,4494 اجاره خونه پرداخت کردم,housing
1664,سهم 1630 اجاره شد,housing
1665,1507 تومن بیف برگر گرفتم,food
1666,1247 تومن هزینه ویزیت شد,health
1667,826 تومن سوپرمارکت خریدم,shopping
1668,2245 تومن هزینه دارو شد,health
1669,3555 خرج کافی شاپ شد,entertainment
1670,369 برای لوازم تحریر دادم,shopping
1671,خرید 601 دارو تومن,health
1672,2458 کرایه اسنپ شد,transport
1673,2571 تومن بازی رفتم,entertainment
1674,2008 تومن دکتر رفتم,health
1675,494 برای اتوبوس پرداخت کردم,transport
1676,912 تومن خرج هزینه شخصی کردم,other
1677,سهم 4079 برق شد,housing
1678,4821 هزینه هزینه متفرقه شد,other
1679,2953 تومن هزینه ویزیت شد,health
1680,4351 کرایه تاکسی شد,transport
1681,924 تومن هزینه ویزیت شد,health
1682,4474 اجاره خونه پرداخت کردم,housing
1683,خرید 2676 ویزیت تومن,health
1684,4932 تومن صبحونه خوردم,food
1685,4257 تومن خرید میوه کردم,shopping
1686,2818 تومن پیتزا خوردم,food
1687,سهم 4298 برق شد,housing
1688,45 برای لوازم تحریر دادم,shopping
1689,741 تومن صبحونه خوردم,food
1690,2963 تومن قبض گاز دادم,housing
1691,برای 1789 شام تومن دادم,food
1692,948 تومن هزینه دندانپزشک شد,health
1693,3279 تومن هزینه دارو شد,health
1694,2878 هزینه هزینه شخصی شد,other
1695,2169 تومن هزینه ویزیت شد,health
1696,4246 تومن خرید کیف کردم,shopping
1697,سهم 306 آب شد,housing
1698,1820 تومن بیف برگر خوردم,food
1699,1957 تومن کباب خوردم,food
1700,197 تومن ساندویچ گرفتم,food
1701,4836 برای هزینه شخصی پرداخت شد,other
1702,3287 اجاره خونه پرداخت کردم,housing
1703,1597 اجاره خونه پرداخت کردم,housing
1704,1784 تومن دکتر رفتم,health
1705,819 برای کیف دادم,shopping
1706,1023 برای کار اداری پرداخت شد,other
1707,1134 تومن اسنپ گرفتم,transport
1708,939 اجاره خونه پرداخت کردم,housing
1709,برای 2668 ساندویچ تومن دادم,food
1710,3427 تومن خرید سوپرمارکت کردم,shopping
1711,برای 4333 سینما دادم,entertainment
1712,4732 هزینه کار اداری شد,other
1713,1365 برای کار اداری پرداخت شد,other
1714,211 تومن مترو گرفتم,transport
1715,1018 تومن بیف برگر خوردم,food
1716,برای 4141 شهربازی دادم,entertainment
1717,3047 هزینه کار اداری شد,other
1718,1851 تومن خرید میوه کردم,shopping
1719,436 تومن کنسرت رفتم,entertainment
1720,برای 4484 صبحونه تومن دادم,food
1721,2107 برای اتوبوس پرداخت کردم,transport
1722,345 تومن دکتر رفتم,health
1723,سهم 998 آب شد,housing
1724,2985 اجاره خونه پرداخت کردم,housing
1725,790 تومن دکتر رفتم,health
1726,1284 تومن پیتزا گرفتم,food
1727,برای 1226 بازی دادم,entertainment
1728,1129 تومن قبض برق دادم,housing
1729,1204 تومن شهربازی رفتم,entertainment
1730,4811 هزینه هزینه شخصی شد,other
1731,2736 تومن خرید کیف کردم,shopping
1732,2943 تومن خرج کار اداری کردم,other
1733,3861 برای کار اداری پرداخت شد,other
1734,برای 4605 بیف برگر تومن دادم,food
1735,1796 هزینه هزینه شخصی شد,other
1736,1355 تومن هزینه آزمایش شد,health
1737,4580 تومن صبحونه خوردم,food
1738,3442 برای اسنپ پرداخت کردم,transport
1739,1322 هزینه کار اداری شد,other
1740,781 تومن قبض برق دادم,housing
1741,4198 تومن خرج هزینه شخصی کردم,other
1742,خرید 2014 دندانپزشک تومن,health
1743,1518 برای کیف دادم,shopping
1744,471 برای میوه دادم,shopping
1745,1127 خرج سینما شد,entertainment
1746,325 اجاره خونه پرداخت کردم,housing
1747,4232 هزینه هزینه شخصی شد,other
1748,برای 1832 بازی دادم,entertainment
1749,1814 برای میوه دادم,shopping
1750,4882 تومن قبض گاز دادم,housing
1751,969 تومن هزینه دارو شد,health
1752,2056 کرایه مترو شد,transport
1753,3282 تومن کباب خوردم,food
1754,برای 4834 ساندویچ تومن دادم,food
1755,سهم 2060 گاز شد,housing
1756,3984 خرج کافی شاپ شد,entertainment
1757,1029 تومن خرید سوپرمارکت کردم,shopping
1758,4191 برای هزینه شخصی پرداخت شد,other
1759,1584 هزینه کار اداری شد,other
1760,4146 تومن مترو گرفتم,transport
1761,برای 1449 ناهار تومن دادم,food
1762,4306 تومن شام خوردم,food
1763,1459 تومن شهربازی رفتم,entertainment
1764,2081 تومن صبحونه خوردم,food
1765,3940 خرج سینما شد,entertainment
1766,2183 تومن شهربازی رفتم,entertainment
1767,483 خرج کنسرت شد,entertainment
1768,خرید 3366 آزمایش تومن,health
1769,3281 برای کار اداری پرداخت شد,other
1770,2347 خرج سینما شد,entertainment
1771,325 کرایه رفت و برگشت شد,transport
1772,4385 تومن خرید لباس کردم,shopping
1773,4560 تومن شهربازی رفتم,entertainment
1774,2296 تومن خرج هزینه متفرقه کردم,other
1775,1274 تومن هزینه دارو شد,health
1776,3300 تومن خرج هزینه شخصی کردم,other
1777,2086 برای هزینه شخصی پرداخت شد,other
1778,خرید 1268 دارو تومن,health
1779,3017 تومن قبض شارژ ساختمان دادم,housing
1780,سهم 3087 آب شد,housing
1781,3784 خرج بازی شد,entertainment
1782,681 تومن میوه خریدم,shopping
1783,3441 اجاره خونه پرداخت کردم,housing
1784,خرید 998 ویزیت تومن,health
1785,3280 تومن خرج هزینه متفرقه کردم,other
1786,برای 2982 کباب تومن دادم,food
1787,205 برای هزینه شخصی پرداخت شد,other
1788,1588 برای هزینه متفرقه پرداخت شد,other
1789,1355 تومن شام گرفتم,food
1790,2633 تومن خرج کار اداری کردم,other
1791,4850 برای اتوبوس پرداخت کردم,transport
1792,872 برای میوه دادم,shopping
1793,916 تومن قبض اجاره دادم,housing
1794,برای 1648 شام تومن دادم,food
1795,2814 برای کار اداری پرداخت شد,other
1796,892 تومن ناهار خوردم,food
1797,553 اجاره خونه پرداخت کردم,housing
1798,4407 برای هزینه متفرقه پرداخت شد,other
1799,4202 تومن قبض شارژ ساختمان دادم,housing
1800,2463 هزینه کار اداری شد,other
1801,1147 تومن کنسرت رفتم,entertainment
1802,3600 برای کیف دادم,shopping
1803,1670 هزینه هزینه شخصی شد,other
1804,1514 اجاره خونه پرداخت کردم,housing
1805,3962 کرایه مترو شد,transport
1806,348 تومن بازی رفتم,entertainment
1807,3631 تومن شام گرفتم,food
1808,برای 4519 شام تومن دادم,food
1809,2602 خرج سینما شد,entertainment
1810,1253 تومن هزینه آزمایش شد,health
1811,3603 تومن سوپرمارکت خریدم,shopping
1812,برای 4673 کافی شاپ دادم,entertainment
1813,4714 اجاره خونه پرداخت کردم,housing
1814,4181 برای میوه دادم,shopping
1815,سهم 3024 شارژ ساختمان شد,housing
1816,971 خرج کافی شاپ شد,entertainment
1817,برای 1939 صبحونه تومن دادم,food
1818,4182 برای هزینه متفرقه پرداخت شد,other
1819,2166 تومن قبض آب دادم,housing
1820,خرید 4292 ویزیت تومن,health
1821,648 تومن خرید لوازم تحریر کردم,shopping
1822,2959 تومن دکتر رفتم,health
1823,73 تومن سینما رفتم,entertainment
1824,سهم 100 اجاره شد,housing
1825,3347 تومن کباب خوردم,food
1826,4628 برای هزینه متفرقه پرداخت شد,other
1827,3486 برای هزینه شخصی پرداخت شد,other
1828,2195 برای کار اداری پرداخت شد,other
1829,سهم 1540 اجاره شد,housing
1830,برای 2899 بازی دادم,entertainment
1831,4352 اجاره خونه پرداخت کردم,housing
1832,برای 1280 شام تومن دادم,food
1833,1389 خرج کنسرت شد,entertainment
1834,1555 تومن سوپرمارکت خریدم,shopping
1835,1114 تومن خرج کار اداری کردم,other
1836,1248 برای هزینه متفرقه پرداخت شد,other
1837,2012 برای اسنپ پرداخت کردم,transport
1838,1243 تومن خرید میوه کردم,shopping
1839,سهم 578 شارژ ساختمان شد,housing
1840,1639 برای کار اداری پرداخت شد,other
1841,سهم 4599 آب شد,housing
1842,4215 تومن خرید کیف کردم,shopping
1843,برای 3381 ناهار تومن دادم,food
1844,برای 2657 بیف برگر تومن دادم,food
1845,2049 تومن تاکسی گرفتم,transport
1846,1073 تومن خرج هزینه شخصی کردم,other
1847,490 تومن سوپرمارکت خریدم,shopping
1848,برای 1502 شام تومن دادم,food
1849,4536 تومن بازی رفتم,entertainment
1850,1909 تومن خرج کار اداری کردم,other
1851,3646 تومن شهربازی رفتم,entertainment
1852,4529 برای سوپرمارکت دادم,shopping
1853,1849 تومن خرج هزینه متفرقه کردم,other
1854,4968 تومن دکتر رفتم,health
1855,3817 کرایه رفت و برگشت شد,transport
1856,سهم 2639 آب شد,housing
1857,خرید 2591 دارو تومن,health
1858,2901 تومن شهربازی رفتم,entertainment
1859,سهم 1073 برق شد,housing
1860,2824 خرج شهربازی شد,entertainment
1861,374 تومن شام خوردم,food
1862,برای 2434 شهربازی دادم,entertainment
1863,سهم 1026 گاز شد,housing
1864,برای 3298 شهربازی دادم,entertainment
1865,4478 تومن قبض آب دادم,housing
1866,برای 2389 شام تومن دادم,food
1867,4788 تومن ناهار گرفتم,food
1868,148 کرایه اتوبوس شد,transport
1869,568 تومن تاکسی گرفتم,transport
1870,2384 تومن سینما رفتم,entertainment
1871,1964 تومن پیتزا گرفتم,food
1872,1158 تومن قبض برق دادم,housing
1873,4546 برای لباس دادم,shopping
1874,1038 تومن قبض شارژ ساختمان دادم,housing
1875,3440 تومن کباب گرفتم,food
1876,292 برای کار اداری پرداخت شد,other
1877,2001 کرایه اسنپ شد,transport
1878,2478 تومن اتوبوس گرفتم,transport
1879,2340 تومن کباب خوردم,food
1880,2106 برای کار اداری پرداخت شد,other
1881,برای 4429 بیف برگر تومن دادم,food
1882,3109 تومن خرید میوه کردم,shopping
1883,4841 کرایه رفت و برگشت شد,transport
1884,837 تومن قبض برق دادم,housing
1885,برای 978 کافی شاپ دادم,entertainment
1886,برای 3022 شهربازی دادم,entertainment
1887,3683 هزینه هزینه شخصی شد,other
1888,777 برای لباس دادم,shopping
1889,2451 تومن بازی رفتم,entertainment
1890,904 هزینه هزینه متفرقه شد,other
1891,1231 برای لوازم تحریر دادم,shopping
1892,2613 برای میوه دادم,shopping
1893,برای 1865 سینما دادم,entertainment
1894,2841 برای لباس دادم,shopping
1895,برای 3609 ناهار تومن دادم,food
1896,2032 برای رفت و برگشت پرداخت کردم,transport
1897,1598 تومن خرج هزینه متفرقه کردم,other
1898,برای 4102 شام تومن دادم,food
1899,برای 4903 پیتزا تومن دادم,food
1900,924 تومن هزینه دندانپزشک شد,health
1901,1697 تومن دکتر رفتم,health
1902,خرید 4729 دندانپزشک تومن,health
1903,3412 اجاره خونه پرداخت کردم,housing
1904,2578 هزینه کار اداری شد,other
1905,خرید 4918 ویزیت تومن,health
1906,3117 تومن خرید لباس کردم,shopping
1907,43 اجاره خونه پرداخت کردم,housing
1908,برای 3755 بازی دادم,entertainment
1909,خرید 215 ویزیت تومن,health
1910,1607 کرایه اسنپ شد,transport
1911,2958 اجاره خونه پرداخت کردم,housing
1912,1297 برای سوپرمارکت دادم,shopping
1913,2466 تومن اتوبوس گرفتم,transport
1914,941 تومن قبض گاز دادم,housing
1915,خرید 2441 ویزیت تومن,health
1916,2636 کرایه رفت و برگشت شد,transport
1917,خرید 1857 آزمایش تومن,health
1918,4420 تومن رفت و برگشت گرفتم,transport
1919,برای 351 ناهار تومن دادم,food
1920,152 تومن میوه خریدم,shopping
1921,1894 تومن پیتزا گرفتم,food
1922,4629 تومن دکتر رفتم,health
1923,1628 برای اسنپ پرداخت کردم,transport
1924,4336 برای هزینه متفرقه پرداخت شد,other
1925,802 کرایه تاکسی شد,transport
1926,2283 خرج کافی شاپ شد,entertainment
1927,1101 تومن شام گرفتم,food
1928,115 تومن هزینه دندانپزشک شد,health
1929,برای 1111 بازی دادم,entertainment
1930,53 برای سوپرمارکت دادم,shopping
1931,3994 تومن قبض اجاره دادم,housing
1932,خرید 4563 دندانپزشک تومن,health
1933,خرید 2400 دارو تومن,health
1934,3514 تومن شهربازی رفتم,entertainment
1935,1779 برای سوپرمارکت دادم,shopping
1936,3119 تومن میوه خریدم,shopping
1937,754 تومن خرید میوه کردم,shopping
1938,2033 برای لباس دادم,shopping
1939,3003 برای سوپرمارکت دادم,shopping
1940,425 برای میوه دادم,shopping
1941,546 تومن ناهار خوردم,food
1942,3107 برای هزینه متفرقه پرداخت شد,other
1943,1695 خرج بازی شد,entertainment
1944,1318 تومن خرج هزینه شخصی کردم,other
1945,873 تومن هزینه دارو شد,health
1946,540 تومن قبض اجاره دادم,housing
1947,4934 هزینه کار اداری شد,other
1948,4081 تومن تاکسی گرفتم,transport
1949,3796 تومن بیف برگر گرفتم,food
1950,170 تومن خرج کار اداری کردم,other
1951,2710 تومن قبض برق دادم,housing
1952,2831 خرج شهربازی شد,entertainment
1953,برای 971 سینما دادم,entertainment
1954,423 تومن کنسرت رفتم,entertainment
1955,1472 تومن رفت و برگشت گرفتم,transport
1956,1928 تومن بازی رفتم,entertainment
1957,3331 تومن خرج کار اداری کردم,other
1958,2836 برای اتوبوس پرداخت کردم,transport
1959,840 تومن خرید کیف کردم,shopping
1960,سهم 3677 شارژ ساختمان شد,housing
1961,3431 تومن قبض گاز دادم,housing
1962,939 هزینه هزینه شخصی شد,other
1963,4427 کرایه اتوبوس شد,transport
1964,2562 تومن سینما رفتم,entertainment
1965,برای 647 ساندویچ تومن دادم,food
1966,3023 هزینه هزینه شخصی شد,other
1967,3998 تومن خرید کیف کردم,shopping
1968,1848 خرج شهربازی شد,entertainment
1969,462 تومن قبض برق دادم,housing
1970,2921 خرج بازی شد,entertainment
1971,3849 تومن شهربازی رفتم,entertainment
1972,4018 تومن بیف برگر خوردم,food
1973,4340 تومن بازی رفتم,entertainment
1974,4493 اجاره خونه پرداخت کردم,housing
1975,394 تومن دکتر رفتم,health
1976,554 تومن خرج کار اداری کردم,other
1977,برای 4240 کافی شاپ دادم,entertainment
1978,181 برای هزینه شخصی پرداخت شد,other
1979,3091 تومن خرج هزینه متفرقه کردم,other
1980,4919 تومن سینما رفتم,entertainment
1981,4432 اجاره خونه پرداخت کردم,housing
1982,2161 اجاره خونه پرداخت کردم,housing
1983,4125 برای کار اداری پرداخت شد,other
1984,3217 تومن خرج هزینه شخصی کردم,other
1985,1181 تومن سینما رفتم,entertainment
1986,2634 برای هزینه متفرقه پرداخت شد,other
1987,3788 تومن کنسرت رفتم,entertainment
1988,2741 تومن بازی رفتم,entertainment
1989,4117 تومن ساندویچ گرفتم,food
1990,برای 1346 سینما دادم,entertainment
1991,برای 863 کنسرت دادم,entertainment
1992,1323 تومن قبض آب دادم,housing
1993,637 تومن کافی شاپ رفتم,entertainment
1994,1253 کرایه رفت و برگشت شد,transport
1995,خرید 1055 ویزیت تومن,health
1996,960 هزینه هزینه متفرقه شد,other
1997,3618 تومن قبض اجاره دادم,housing
1998,برای 4827 شهربازی دادم,entertainment
1999,3930 تومن خرید سوپرمارکت کردم,shopping
2000,3286 تومن ساندویچ گرفتم,food
2001,2900 برای کیف دادم,shopping
2002,852 تومن هزینه آزمایش شد,health
2003,3387 تومن خرج کار اداری کردم,other
2004,4039 تومن قبض اجاره دادم,housing
2005,خرید 3557 دندانپزشک تومن,health
2006,1229 برای هزینه متفرقه پرداخت شد,other
2007,4474 کرایه رفت و برگشت شد,transport
2008,برای 3967 صبحونه تومن دادم,food
2009,سهم 4378 گاز شد,housing
2010,1140 تومن دکتر رفتم,health
2011,2607 تومن سینما رفتم,entertainment
2012,4265 تومن کنسرت رفتم,entertainment
2013,3508 اجاره خونه پرداخت کردم,housing
2014,3043 اجاره خونه پرداخت کردم,housing
2015,برای 966 کافی شاپ دادم,entertainment
2016,خرید 4869 ویزیت تومن,health
2017,1916 تومن هزینه آزمایش شد,health
2018,3849 تومن خرج هزینه متفرقه کردم,other
2019,3797 کرایه اتوبوس شد,transport
2020,673 برای هزینه شخصی پرداخت شد,other
2021,366 اجاره خونه پرداخت کردم,housing
2022,2253 تومن کافی شاپ رفتم,entertainment
2023,2021 خرج شهربازی شد,entertainment
2024,2417 تومن ناهار گرفتم,food
2025,2085 هزینه هزینه متفرقه شد,other
2026,4180 اجاره خونه پرداخت کردم,housing
2027,4190 تومن سینما رفتم,entertainment
2028,2633 برای سوپرمارکت دادم,shopping
2029,339 هزینه هزینه شخصی شد,other
2030,920 برای هزینه متفرقه پرداخت شد,other
2031,1956 خرج کنسرت شد,entertainment
2032,4155 برای هزینه شخصی پرداخت شد,other
2033,4643 تومن تاکسی گرفتم,transport
2034,3752 خرج سینما شد,entertainment
2035,3347 تومن رفت و برگشت گرفتم,transport
2036,4239 تومن خرج کار اداری کردم,other
2037,3540 تومن پیتزا خوردم,food
2038,3787 هزینه هزینه شخصی شد,other
2039,3344 اجاره خونه پرداخت کردم,housing
2040,493 تومن هزینه دارو شد,health
2041,1916 تومن خرج هزینه شخصی کردم,other
2042,خرید 2270 دندانپزشک تومن,health
2043,1726 برای کار اداری پرداخت شد,other
2044,1619 تومن دکتر رفتم,health
2045,4157 کرایه رفت و برگشت شد,transport
2046,4116 کرایه مترو شد,transport
2047,3926 برای هزینه شخصی پرداخت شد,other
2048,خرید 1964 دندانپزشک تومن,health
2049,برای 279 صبحونه تومن دادم,food
2050,1476 تومن خرید سوپرمارکت کردم,shopping
2051,1451 تومن شهربازی رفتم,entertainment
2052,3372 اجاره خونه پرداخت کردم,housing
2053,4513 تومن قبض شارژ ساختمان دادم,housing
2054,4065 برای کیف دادم,shopping
2055,1625 تومن بازی رفتم,entertainment
2056,486 اجاره خونه پرداخت کردم,housing
2057,2421 تومن ناهار خوردم,food
2058,3363 تومن دکتر رفتم,health
2059,4963 تومن هزینه ویزیت شد,health
