text,label
هزینه خرید لباس جدید مبلغ ۳۰ هزار تومن پیاده شدم.,5
پول داروخانه برای مکمل به مبلغ ۳۰ هزار تومن پرداخت شد.,2
خرید ناهار از رستوران به مبلغ ۲ میلیون ریال پرداخت شد.,1
پول پیش‌پرداخت وام به مبلغ ۵ میلیون تومان اختصاص یافت.,4
خرید ناهار از رستوران به مبلغ ۳۰ هزار تومن اختصاص یافت.,1
"پرداخت هزینه آزمایش خون مبلغ ۲۵۰,۰۰۰ تومان خرجی کردم.",2
پرداخت هزینه تعمیرات خودرو به مبلغ ۱۰۰ هزار تومان پرداخت شد.,6
پرداخت هزینه تعمیرات خودرو مبلغ ۵ میلیون تومان دادم.,6
پرداخت هزینه تعمیرات منزل مبلغ ۷۰۰ هزار تومان برداشتم.,3
هزینه خدمات خشک‌شویی به مبلغ ۱۰ هزار تومن هزینه شد.,4
"هزینه ویزیت دکتر متخصص مبلغ ۲۵۰,۰۰۰ تومان برداشتم.",2
"هزینه خدمات خشک‌شویی مبلغ ۲۵۰,۰۰۰ تومان خرجی کردم.",4
خرید کفش از پاساژ به مبلغ ۵ میلیون تومان هزینه شد.,5
خرید ناهار از رستوران به مبلغ ۱۵۰٬۰۰۰ ریال هزینه شد.,1
خرید کفش از پاساژ مبلغ ۵ میلیون تومان برداشتم.,5
پول کتاب‌های آموزشی مبلغ ۱۰ هزار تومن خرجی کردم.,5
خرید ناهار از رستوران به مبلغ ۲ میلیون ریال پرداخت کردم.,1
هزینه بازی‌های ویدیویی به مبلغ ۳۰ هزار تومن اختصاص یافت.,0
خرید ناهار از رستوران مبلغ ۲ میلیون ریال دادم.,1
پرداخت اجاره‌بها ماهیانه مبلغ ۵۰ هزار تومن پیاده شدم.,3
"هزینه کرایه اسنپ به مبلغ ۲۵۰,۰۰۰ تومان اختصاص یافت.",6
مبلغ شارژ ساختمان مبلغ ۱۵۰٬۰۰۰ ریال دادم.,3
پول کتاب‌های آموزشی مبلغ ۵۰ هزار تومن دادم.,5
هزینه خرید لباس جدید به مبلغ ۵۰ هزار تومن پرداخت کردم.,5
پول پیش‌پرداخت وام مبلغ ۲ میلیون ریال خرجی کردم.,4
مبلغ شارژ ساختمان مبلغ ۷۰۰ هزار تومان پرید.,3
پول پیش‌پرداخت وام به مبلغ ۲ میلیون ریال اختصاص یافت.,4
هزینه خرید لباس جدید مبلغ ۱۰۰ هزار تومان دادم.,5
پول بنزین ماشین به مبلغ ۱۰ هزار تومن هزینه شد.,6
پرداخت خیریه به مبلغ ۷۰۰ هزار تومان پرداخت کردم.,4
پرداخت هزینه آزمایش خون به مبلغ ۲۰ هزار تومان اختصاص یافت.,2
پرداخت هزینه تعمیرات خودرو به مبلغ ۲۰ هزار تومان پرداخت شد.,6
هزینه مواد غذایی هفتگی مبلغ ۱۰۰ هزار تومان برداشتم.,1
هزینه بازی‌های ویدیویی مبلغ ۳۰ هزار تومن پرید.,0
پرداخت خیریه به مبلغ ۱۰۰ هزار تومان هزینه شد.,4
هزینه خرید لباس جدید به مبلغ ۲۰ هزار تومان هزینه شد.,5
پرداخت هزینه تعمیرات خودرو به مبلغ ۵ میلیون تومان اختصاص یافت.,6
پول بنزین ماشین به مبلغ ۱۵۰٬۰۰۰ ریال پرداخت شد.,6
پرداخت هزینه آزمایش خون مبلغ ۱۰ هزار تومن خرجی کردم.,2
"خرید ناهار از رستوران مبلغ ۲۵۰,۰۰۰ تومان پرید.",1
پرداخت هزینه تعمیرات خودرو مبلغ ۷۰۰ هزار تومان برداشتم.,6
پول بنزین ماشین مبلغ ۲۰ هزار تومان پیاده شدم.,6
پول بلیط کنسرت موسیقی مبلغ ۷۰۰ هزار تومان دادم.,0
پرداخت هزینه تعمیرات خودرو به مبلغ ۵ میلیون تومان پرداخت کردم.,6
هزینه کرایه اسنپ مبلغ ۵۰ هزار تومن پیاده شدم.,6
پول بلیط کنسرت موسیقی مبلغ ۱۰۰ هزار تومان خرجی کردم.,0
هزینه مواد غذایی هفتگی به مبلغ ۲۰ هزار تومان پرداخت شد.,1
پرداخت خیریه به مبلغ ۵۰ هزار تومن هزینه شد.,4
پرداخت هزینه تعمیرات خودرو به مبلغ ۷۰۰ هزار تومان پرداخت شد.,6
میوه و سبزیجات تازه خریدم به مبلغ ۲۰ هزار تومان هزینه شد.,1
هزینه خرید لباس جدید به مبلغ ۷۰۰ هزار تومان پرداخت کردم.,5
پرداخت هزینه تعمیرات منزل به مبلغ ۲ میلیون ریال هزینه شد.,3
هزینه قبض برق و گاز مبلغ ۲۰ هزار تومان برداشتم.,3
پرداخت خیریه مبلغ ۷۰۰ هزار تومان پرید.,4
خرید گل برای مراسم به مبلغ ۷۰۰ هزار تومان پرداخت کردم.,4
هزینه کرایه اسنپ به مبلغ ۷۰۰ هزار تومان پرداخت شد.,6
هزینه قبض برق و گاز مبلغ ۳۰ هزار تومن پرید.,3
خرید داروهای نسخه‌ای به مبلغ ۵۰ هزار تومن پرداخت کردم.,2
سفارش پیتزا برای شام به مبلغ ۱۰۰ هزار تومان پرداخت کردم.,1
پول خدمات لوله‌کشی مبلغ ۲ میلیون ریال پرید.,3
پرداخت اجاره‌بها ماهیانه مبلغ ۳۰ هزار تومن خرجی کردم.,3
پول بستنی به مبلغ ۱۰۰ هزار تومان اختصاص یافت.,1
خرید لوازم تحریر به مبلغ ۳۰ هزار تومن اختصاص یافت.,5
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم به مبلغ ۱۰۰ هزار تومان پرداخت کردم.,0
کرایه تاکسی برای مسیر مبلغ ۲۰ هزار تومان خرجی کردم.,6
خرید داروهای نسخه‌ای به مبلغ ۲ میلیون ریال پرداخت کردم.,2
پرداخت هزینه تعمیرات منزل مبلغ ۲ میلیون ریال خرجی کردم.,3
پرداخت اجاره‌بها ماهیانه به مبلغ ۱۰۰ هزار تومان پرداخت کردم.,3
بلیط سینما برای فیلم جدید خریدم به مبلغ ۳۰ هزار تومن هزینه شد.,0
میوه و سبزیجات تازه خریدم به مبلغ ۲ میلیون ریال پرداخت کردم.,1
هزینه خرید لباس جدید مبلغ ۵ میلیون تومان پرید.,5
میوه و سبزیجات تازه خریدم مبلغ ۲۰ هزار تومان برداشتم.,1
هزینه خدمات خشک‌شویی به مبلغ ۷۰۰ هزار تومان پرداخت شد.,4
خرید گل برای مراسم مبلغ ۱۰۰ هزار تومان برداشتم.,4
خرید کیف چرمی به مبلغ ۲ میلیون ریال هزینه شد.,5
سفارش پیتزا برای شام به مبلغ ۷۰۰ هزار تومان پرداخت کردم.,1
پرداخت اجاره‌بها ماهیانه مبلغ ۵ میلیون تومان برداشتم.,3
پول کتاب‌های آموزشی مبلغ ۲ میلیون ریال پیاده شدم.,5
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم مبلغ ۵۰ هزار تومن خرجی کردم.,0
هزینه ورودی شهربازی پرداخت شد به مبلغ ۵۰ هزار تومن پرداخت شد.,0
میوه و سبزیجات تازه خریدم به مبلغ ۱۰ هزار تومن پرداخت شد.,1
هزینه بازی‌های ویدیویی به مبلغ ۱۰ هزار تومن هزینه شد.,0
خرید کفش از پاساژ به مبلغ ۱۵۰٬۰۰۰ ریال هزینه شد.,5
هزینه قبض برق و گاز مبلغ ۵ میلیون تومان خرجی کردم.,3
"پول بلیط کنسرت موسیقی به مبلغ ۲۵۰,۰۰۰ تومان پرداخت شد.",0
هزینه قبض برق و گاز به مبلغ ۵ میلیون تومان پرداخت شد.,3
سفارش پیتزا برای شام به مبلغ ۲۰ هزار تومان هزینه شد.,1
خرید ناهار از رستوران به مبلغ ۱۰۰ هزار تومان پرداخت کردم.,1
پول بستنی به مبلغ ۳۰ هزار تومن اختصاص یافت.,1
هزینه ویزیت دکتر متخصص به مبلغ ۱۰۰ هزار تومان پرداخت شد.,2
پرداخت هزینه تعمیرات خودرو به مبلغ ۵ میلیون تومان هزینه شد.,6
پول پیش‌پرداخت وام مبلغ ۱۰۰ هزار تومان پرید.,4
خرید کیف چرمی به مبلغ ۵ میلیون تومان اختصاص یافت.,5
پرداخت اجاره‌بها ماهیانه مبلغ ۷۰۰ هزار تومان برداشتم.,3
خرید کفش از پاساژ به مبلغ ۷۰۰ هزار تومان هزینه شد.,5
هزینه کرایه اسنپ مبلغ ۷۰۰ هزار تومان پرید.,6
پول بستنی مبلغ ۱۰ هزار تومن دادم.,1
خرید لوازم تحریر به مبلغ ۱۵۰٬۰۰۰ ریال هزینه شد.,5
هزینه خدمات خشک‌شویی به مبلغ ۳۰ هزار تومن اختصاص یافت.,4
پرداخت هزینه تعمیرات خودرو به مبلغ ۱۵۰٬۰۰۰ ریال هزینه شد.,6
هزینه بازی‌های ویدیویی مبلغ ۵ میلیون تومان پیاده شدم.,0
"هزینه ورودی شهربازی پرداخت شد به مبلغ ۲۵۰,۰۰۰ تومان اختصاص یافت.",0
کرایه تاکسی برای مسیر به مبلغ ۱۰۰ هزار تومان پرداخت کردم.,6
خرید کفش از پاساژ مبلغ ۱۰۰ هزار تومان پرید.,5
پول کتاب‌های آموزشی به مبلغ ۵۰ هزار تومن پرداخت شد.,5
پول پیش‌پرداخت وام مبلغ ۱۰ هزار تومن پیاده شدم.,4
"مبلغ ویزیت دندانپزشکی به مبلغ ۲۵۰,۰۰۰ تومان پرداخت کردم.",2
هزینه ورودی شهربازی پرداخت شد مبلغ ۲ میلیون ریال برداشتم.,0
"خرید ناهار از رستوران به مبلغ ۲۵۰,۰۰۰ تومان اختصاص یافت.",1
هزینه خرید لباس جدید مبلغ ۳۰ هزار تومن پیاده شدم.,5
پول بنزین ماشین مبلغ ۵ میلیون تومان پرید.,6
خرید گل برای مراسم مبلغ ۱۰ هزار تومن خرجی کردم.,4
"هزینه خدمات خشک‌شویی به مبلغ ۲۵۰,۰۰۰ تومان هزینه شد.",4
"پول بنزین ماشین مبلغ ۲۵۰,۰۰۰ تومان برداشتم.",6
پرداخت خیریه به مبلغ ۷۰۰ هزار تومان اختصاص یافت.,4
پول کتاب‌های آموزشی مبلغ ۱۵۰٬۰۰۰ ریال خرجی کردم.,5
پرداخت اجاره‌بها ماهیانه مبلغ ۷۰۰ هزار تومان پرید.,3
هزینه بازی‌های ویدیویی به مبلغ ۱۵۰٬۰۰۰ ریال اختصاص یافت.,0
پرداخت هزینه تعمیرات منزل مبلغ ۱۰۰ هزار تومان خرجی کردم.,3
خرید گل برای مراسم مبلغ ۵ میلیون تومان برداشتم.,4
خرید لوازم تحریر به مبلغ ۵ میلیون تومان پرداخت شد.,5
هزینه خرید لباس جدید به مبلغ ۵ میلیون تومان پرداخت شد.,5
خرید ناهار از رستوران مبلغ ۱۰ هزار تومن برداشتم.,1
مبلغ ویزیت دندانپزشکی به مبلغ ۵۰ هزار تومن پرداخت کردم.,2
هزینه خرید لباس جدید به مبلغ ۵۰ هزار تومن هزینه شد.,5
میوه و سبزیجات تازه خریدم به مبلغ ۲ میلیون ریال پرداخت کردم.,1
هزینه بازی‌های ویدیویی به مبلغ ۱۰ هزار تومن اختصاص یافت.,0
پول بستنی مبلغ ۵۰ هزار تومن پیاده شدم.,1
پرداخت اجاره‌بها ماهیانه به مبلغ ۲ میلیون ریال پرداخت کردم.,3
پول بلیط کنسرت موسیقی به مبلغ ۳۰ هزار تومن پرداخت شد.,0
پرداخت اجاره‌بها ماهیانه به مبلغ ۵ میلیون تومان پرداخت شد.,3
پرداخت هزینه آزمایش خون مبلغ ۱۰۰ هزار تومان دادم.,2
هزینه خدمات خشک‌شویی مبلغ ۱۰۰ هزار تومان خرجی کردم.,4
هزینه کرایه اسنپ مبلغ ۵ میلیون تومان پیاده شدم.,6
هزینه بازی‌های ویدیویی مبلغ ۵۰ هزار تومن پرید.,0
هزینه ویزیت دکتر متخصص به مبلغ ۱۰ هزار تومن اختصاص یافت.,2
خرید هدیه تولد برای دوست مبلغ ۵۰ هزار تومن پیاده شدم.,4
"مبلغ شارژ ساختمان مبلغ ۲۵۰,۰۰۰ تومان برداشتم.",3
بلیط سینما برای فیلم جدید خریدم مبلغ ۱۵۰٬۰۰۰ ریال پیاده شدم.,0
هزینه ورودی شهربازی پرداخت شد به مبلغ ۵۰ هزار تومن هزینه شد.,0
میوه و سبزیجات تازه خریدم مبلغ ۵ میلیون تومان دادم.,1
هزینه بازی‌های ویدیویی مبلغ ۱۰۰ هزار تومان دادم.,0
مبلغ شارژ ساختمان مبلغ ۵ میلیون تومان پرید.,3
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم به مبلغ ۳۰ هزار تومن پرداخت شد.,0
سفارش پیتزا برای شام به مبلغ ۵ میلیون تومان پرداخت کردم.,1
خرید ناهار از رستوران مبلغ ۱۰۰ هزار تومان برداشتم.,1
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم مبلغ ۵۰ هزار تومن پیاده شدم.,0
"پرداخت خیریه به مبلغ ۲۵۰,۰۰۰ تومان پرداخت شد.",4
پرداخت هزینه تعمیرات منزل به مبلغ ۲ میلیون ریال اختصاص یافت.,3
"پول پیش‌پرداخت وام به مبلغ ۲۵۰,۰۰۰ تومان هزینه شد.",4
پول بستنی مبلغ ۱۰۰ هزار تومان برداشتم.,1
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم مبلغ ۱۰۰ هزار تومان خرجی کردم.,0
خرید کفش از پاساژ مبلغ ۱۰ هزار تومن پرید.,5
هزینه خدمات خشک‌شویی مبلغ ۷۰۰ هزار تومان برداشتم.,4
پرداخت اجاره‌بها ماهیانه مبلغ ۵ میلیون تومان خرجی کردم.,3
بلیط سینما برای فیلم جدید خریدم مبلغ ۱۰ هزار تومن برداشتم.,0
هزینه قبض برق و گاز مبلغ ۱۰۰ هزار تومان دادم.,3
پرداخت خیریه مبلغ ۷۰۰ هزار تومان دادم.,4
هزینه کرایه اسنپ مبلغ ۲۰ هزار تومان پیاده شدم.,6
مبلغ شارژ ساختمان مبلغ ۲۰ هزار تومان برداشتم.,3
خرید گل برای مراسم به مبلغ ۲۰ هزار تومان اختصاص یافت.,4
خرید ناهار از رستوران مبلغ ۲ میلیون ریال پیاده شدم.,1
هزینه مواد غذایی هفتگی به مبلغ ۳۰ هزار تومن هزینه شد.,1
مبلغ ویزیت دندانپزشکی مبلغ ۱۰ هزار تومن پیاده شدم.,2
خرید ناهار از رستوران مبلغ ۵۰ هزار تومن خرجی کردم.,1
"هزینه ورودی شهربازی پرداخت شد مبلغ ۲۵۰,۰۰۰ تومان دادم.",0
پول کتاب‌های آموزشی مبلغ ۳۰ هزار تومن پرید.,5
پول بنزین ماشین مبلغ ۳۰ هزار تومن پرید.,6
هزینه مواد غذایی هفتگی به مبلغ ۲۰ هزار تومان پرداخت شد.,1
پول کتاب‌های آموزشی به مبلغ ۲۰ هزار تومان پرداخت شد.,5
"پرداخت هزینه آزمایش خون مبلغ ۲۵۰,۰۰۰ تومان خرجی کردم.",2
پرداخت اجاره‌بها ماهیانه مبلغ ۱۰۰ هزار تومان دادم.,3
بلیط مترو و اتوبوس به مبلغ ۷۰۰ هزار تومان اختصاص یافت.,6
هزینه خرید لباس جدید به مبلغ ۱۵۰٬۰۰۰ ریال پرداخت شد.,5
پرداخت هزینه تعمیرات منزل به مبلغ ۱۰ هزار تومن پرداخت کردم.,3
بلیط سینما برای فیلم جدید خریدم مبلغ ۲ میلیون ریال برداشتم.,0
پول بستنی مبلغ ۷۰۰ هزار تومان برداشتم.,1
بلیط مترو و اتوبوس به مبلغ ۲۰ هزار تومان هزینه شد.,6
پول بنزین ماشین به مبلغ ۳۰ هزار تومن پرداخت شد.,6
هزینه کرایه اسنپ مبلغ ۲ میلیون ریال برداشتم.,6
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم به مبلغ ۱۵۰٬۰۰۰ ریال پرداخت شد.,0
"پرداخت اجاره‌بها ماهیانه مبلغ ۲۵۰,۰۰۰ تومان برداشتم.",3
بلیط سینما برای فیلم جدید خریدم به مبلغ ۲۰ هزار تومان اختصاص یافت.,0
بلیط مترو و اتوبوس مبلغ ۷۰۰ هزار تومان دادم.,6
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم مبلغ ۱۰ هزار تومن برداشتم.,0
هزینه ویزیت دکتر متخصص به مبلغ ۳۰ هزار تومن هزینه شد.,2
هزینه خدمات خشک‌شویی مبلغ ۵ میلیون تومان دادم.,4
خرید کفش از پاساژ به مبلغ ۲ میلیون ریال پرداخت کردم.,5
سفارش پیتزا برای شام مبلغ ۳۰ هزار تومن خرجی کردم.,1
هزینه مواد غذایی هفتگی به مبلغ ۲۰ هزار تومان هزینه شد.,1
هزینه ورودی شهربازی پرداخت شد به مبلغ ۱۰ هزار تومن پرداخت کردم.,0
پرداخت هزینه آزمایش خون مبلغ ۷۰۰ هزار تومان پرید.,2
خرید گل برای مراسم به مبلغ ۵ میلیون تومان هزینه شد.,4
مبلغ شارژ ساختمان به مبلغ ۲۰ هزار تومان اختصاص یافت.,3
هزینه کرایه اسنپ مبلغ ۲ میلیون ریال پرید.,6
خرید کفش از پاساژ به مبلغ ۷۰۰ هزار تومان اختصاص یافت.,5
هزینه ورودی شهربازی پرداخت شد مبلغ ۷۰۰ هزار تومان دادم.,0
"مبلغ شارژ ساختمان به مبلغ ۲۵۰,۰۰۰ تومان پرداخت شد.",3
خرید هدیه تولد برای دوست به مبلغ ۲۰ هزار تومان پرداخت شد.,4
پول پیش‌پرداخت وام مبلغ ۲۰ هزار تومان پیاده شدم.,4
کرایه تاکسی برای مسیر به مبلغ ۲۰ هزار تومان پرداخت کردم.,6
هزینه ویزیت دکتر متخصص مبلغ ۵۰ هزار تومن خرجی کردم.,2
هزینه ورودی شهربازی پرداخت شد به مبلغ ۱۰۰ هزار تومان هزینه شد.,0
پول پیش‌پرداخت وام به مبلغ ۷۰۰ هزار تومان پرداخت کردم.,4
بلیط مترو و اتوبوس مبلغ ۲ میلیون ریال پیاده شدم.,6
میوه و سبزیجات تازه خریدم به مبلغ ۱۰۰ هزار تومان اختصاص یافت.,1
پول خدمات لوله‌کشی به مبلغ ۲۰ هزار تومان پرداخت کردم.,3
پرداخت اجاره‌بها ماهیانه مبلغ ۲ میلیون ریال پرید.,3
پول بستنی به مبلغ ۵۰ هزار تومن پرداخت کردم.,1
مبلغ شارژ ساختمان به مبلغ ۱۰۰ هزار تومان هزینه شد.,3
هزینه ورودی شهربازی پرداخت شد مبلغ ۵۰ هزار تومن پرید.,0
هزینه مواد غذایی هفتگی به مبلغ ۲۰ هزار تومان اختصاص یافت.,1
بلیط سینما برای فیلم جدید خریدم مبلغ ۱۰ هزار تومن پیاده شدم.,0
پرداخت هزینه تعمیرات خودرو مبلغ ۱۰ هزار تومن دادم.,6
"خرید ناهار از رستوران مبلغ ۲۵۰,۰۰۰ تومان پرید.",1
پول بنزین ماشین به مبلغ ۱۵۰٬۰۰۰ ریال اختصاص یافت.,6
هزینه قبض برق و گاز مبلغ ۱۰ هزار تومن پیاده شدم.,3
پول پیش‌پرداخت وام به مبلغ ۳۰ هزار تومن اختصاص یافت.,4
بلیط مترو و اتوبوس مبلغ ۲ میلیون ریال دادم.,6
هزینه ویزیت دکتر متخصص به مبلغ ۳۰ هزار تومن پرداخت شد.,2
خرید داروهای نسخه‌ای مبلغ ۱۰۰ هزار تومان برداشتم.,2
پول بنزین ماشین مبلغ ۷۰۰ هزار تومان پرید.,6
پرداخت هزینه آزمایش خون به مبلغ ۱۰ هزار تومن هزینه شد.,2
سفارش پیتزا برای شام مبلغ ۲۰ هزار تومان دادم.,1
سفارش پیتزا برای شام مبلغ ۱۰ هزار تومن دادم.,1
پول بستنی مبلغ ۵ میلیون تومان برداشتم.,1
خرید کیف چرمی مبلغ ۳۰ هزار تومن پرید.,5
پرداخت اجاره‌بها ماهیانه مبلغ ۵۰ هزار تومن برداشتم.,3
هزینه ویزیت دکتر متخصص به مبلغ ۳۰ هزار تومن هزینه شد.,2
پول داروخانه برای مکمل مبلغ ۱۵۰٬۰۰۰ ریال خرجی کردم.,2
بلیط مترو و اتوبوس به مبلغ ۲ میلیون ریال اختصاص یافت.,6
هزینه مواد غذایی هفتگی مبلغ ۷۰۰ هزار تومان پرید.,1
هزینه کرایه اسنپ مبلغ ۱۵۰٬۰۰۰ ریال پرید.,6
مبلغ شارژ ساختمان مبلغ ۲۰ هزار تومان خرجی کردم.,3
بلیط سینما برای فیلم جدید خریدم مبلغ ۵ میلیون تومان برداشتم.,0
هزینه کرایه اسنپ به مبلغ ۷۰۰ هزار تومان اختصاص یافت.,6
هزینه ورودی شهربازی پرداخت شد مبلغ ۱۵۰٬۰۰۰ ریال پیاده شدم.,0
پرداخت هزینه تعمیرات خودرو به مبلغ ۳۰ هزار تومن هزینه شد.,6
خرید لوازم تحریر به مبلغ ۱۰۰ هزار تومان هزینه شد.,5
هزینه ورودی شهربازی پرداخت شد به مبلغ ۲ میلیون ریال پرداخت کردم.,0
پرداخت هزینه آزمایش خون به مبلغ ۲۰ هزار تومان پرداخت شد.,2
مبلغ ویزیت دندانپزشکی مبلغ ۵ میلیون تومان دادم.,2
پرداخت اجاره‌بها ماهیانه به مبلغ ۷۰۰ هزار تومان اختصاص یافت.,3
مبلغ شارژ ساختمان مبلغ ۷۰۰ هزار تومان دادم.,3
مبلغ ویزیت دندانپزشکی مبلغ ۲۰ هزار تومان پرید.,2
سفارش پیتزا برای شام مبلغ ۲ میلیون ریال برداشتم.,1
پرداخت هزینه تعمیرات خودرو مبلغ ۷۰۰ هزار تومان دادم.,6
هزینه کرایه اسنپ به مبلغ ۱۵۰٬۰۰۰ ریال پرداخت شد.,6
سفارش پیتزا برای شام به مبلغ ۲ میلیون ریال پرداخت شد.,1
پول خدمات لوله‌کشی به مبلغ ۳۰ هزار تومن اختصاص یافت.,3
هزینه کرایه اسنپ مبلغ ۷۰۰ هزار تومان پیاده شدم.,6
"مبلغ شارژ ساختمان مبلغ ۲۵۰,۰۰۰ تومان خرجی کردم.",3
هزینه ویزیت دکتر متخصص مبلغ ۲۰ هزار تومان پرید.,2
خرید ناهار از رستوران به مبلغ ۷۰۰ هزار تومان پرداخت شد.,1
خرید کفش از پاساژ به مبلغ ۲ میلیون ریال هزینه شد.,5
پول پیش‌پرداخت وام به مبلغ ۱۰ هزار تومن پرداخت کردم.,4
پول پیش‌پرداخت وام مبلغ ۳۰ هزار تومن برداشتم.,4
خرید گل برای مراسم مبلغ ۷۰۰ هزار تومان خرجی کردم.,4
سفارش پیتزا برای شام مبلغ ۲ میلیون ریال خرجی کردم.,1
پول پیش‌پرداخت وام به مبلغ ۷۰۰ هزار تومان اختصاص یافت.,4
پول پیش‌پرداخت وام مبلغ ۱۵۰٬۰۰۰ ریال پرید.,4
پول کتاب‌های آموزشی به مبلغ ۱۰ هزار تومن هزینه شد.,5
خرید کیف چرمی به مبلغ ۵۰ هزار تومن اختصاص یافت.,5
میوه و سبزیجات تازه خریدم به مبلغ ۵ میلیون تومان پرداخت شد.,1
بلیط مترو و اتوبوس به مبلغ ۳۰ هزار تومن هزینه شد.,6
"خرید داروهای نسخه‌ای به مبلغ ۲۵۰,۰۰۰ تومان پرداخت شد.",2
بلیط سینما برای فیلم جدید خریدم مبلغ ۲۰ هزار تومان پیاده شدم.,0
هزینه قبض برق و گاز به مبلغ ۱۰ هزار تومن هزینه شد.,3
"پرداخت هزینه آزمایش خون مبلغ ۲۵۰,۰۰۰ تومان برداشتم.",2
هزینه خرید لباس جدید مبلغ ۵ میلیون تومان دادم.,5
"هزینه قبض برق و گاز مبلغ ۲۵۰,۰۰۰ تومان پیاده شدم.",3
پول داروخانه برای مکمل به مبلغ ۵۰ هزار تومن هزینه شد.,2
پرداخت اجاره‌بها ماهیانه به مبلغ ۲۰ هزار تومان پرداخت شد.,3
پول خدمات لوله‌کشی به مبلغ ۳۰ هزار تومن هزینه شد.,3
خرید ناهار از رستوران مبلغ ۱۰۰ هزار تومان دادم.,1
بلیط مترو و اتوبوس به مبلغ ۱۵۰٬۰۰۰ ریال اختصاص یافت.,6
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم مبلغ ۱۵۰٬۰۰۰ ریال پرید.,0
خرید هدیه تولد برای دوست به مبلغ ۵۰ هزار تومن هزینه شد.,4
مبلغ شارژ ساختمان مبلغ ۱۰ هزار تومن پرید.,3
میوه و سبزیجات تازه خریدم مبلغ ۳۰ هزار تومن خرجی کردم.,1
پول بلیط کنسرت موسیقی مبلغ ۵ میلیون تومان پرید.,0
"هزینه ورودی شهربازی پرداخت شد به مبلغ ۲۵۰,۰۰۰ تومان اختصاص یافت.",0
هزینه مواد غذایی هفتگی مبلغ ۵ میلیون تومان پرید.,1
هزینه قبض برق و گاز مبلغ ۱۰۰ هزار تومان پیاده شدم.,3
پول داروخانه برای مکمل به مبلغ ۱۰ هزار تومن پرداخت شد.,2
خرید گل برای مراسم به مبلغ ۲ میلیون ریال پرداخت شد.,4
خرید کیف چرمی مبلغ ۱۵۰٬۰۰۰ ریال پیاده شدم.,5
"هزینه خدمات خشک‌شویی مبلغ ۲۵۰,۰۰۰ تومان برداشتم.",4
پول خدمات لوله‌کشی به مبلغ ۷۰۰ هزار تومان پرداخت شد.,3
پول کتاب‌های آموزشی به مبلغ ۳۰ هزار تومن پرداخت کردم.,5
"پرداخت هزینه تعمیرات خودرو به مبلغ ۲۵۰,۰۰۰ تومان هزینه شد.",6
پرداخت اجاره‌بها ماهیانه مبلغ ۱۰ هزار تومن پیاده شدم.,3
میوه و سبزیجات تازه خریدم مبلغ ۱۰۰ هزار تومان خرجی کردم.,1
"کرایه تاکسی برای مسیر به مبلغ ۲۵۰,۰۰۰ تومان اختصاص یافت.",6
خرید لوازم تحریر مبلغ ۲۰ هزار تومان پرید.,5
خرید کفش از پاساژ به مبلغ ۵۰ هزار تومن اختصاص یافت.,5
هزینه مواد غذایی هفتگی مبلغ ۵ میلیون تومان برداشتم.,1
هزینه خدمات خشک‌شویی مبلغ ۳۰ هزار تومن پرید.,4
پول پیش‌پرداخت وام مبلغ ۱۰۰ هزار تومان پیاده شدم.,4
هزینه بازی‌های ویدیویی مبلغ ۳۰ هزار تومن پیاده شدم.,0
خرید هدیه تولد برای دوست به مبلغ ۱۰ هزار تومن اختصاص یافت.,4
"هزینه ورودی شهربازی پرداخت شد به مبلغ ۲۵۰,۰۰۰ تومان پرداخت کردم.",0
خرید گل برای مراسم مبلغ ۷۰۰ هزار تومان پیاده شدم.,4
هزینه قبض برق و گاز به مبلغ ۱۰ هزار تومن پرداخت کردم.,3
هزینه ویزیت دکتر متخصص به مبلغ ۳۰ هزار تومن هزینه شد.,2
میوه و سبزیجات تازه خریدم به مبلغ ۱۰ هزار تومن هزینه شد.,1
خرید هدیه تولد برای دوست مبلغ ۳۰ هزار تومن پیاده شدم.,4
خرید هدیه تولد برای دوست مبلغ ۵۰ هزار تومن دادم.,4
خرید گل برای مراسم به مبلغ ۱۰۰ هزار تومان پرداخت شد.,4
هزینه خرید لباس جدید مبلغ ۵ میلیون تومان دادم.,5
هزینه مواد غذایی هفتگی به مبلغ ۵ میلیون تومان اختصاص یافت.,1
پول کتاب‌های آموزشی مبلغ ۲ میلیون ریال پیاده شدم.,5
هزینه مواد غذایی هفتگی به مبلغ ۲ میلیون ریال اختصاص یافت.,1
هزینه خرید لباس جدید مبلغ ۷۰۰ هزار تومان خرجی کردم.,5
هزینه ویزیت دکتر متخصص مبلغ ۱۰ هزار تومن پرید.,2
پول داروخانه برای مکمل مبلغ ۵۰ هزار تومن خرجی کردم.,2
خرید داروهای نسخه‌ای مبلغ ۷۰۰ هزار تومان دادم.,2
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم به مبلغ ۱۰۰ هزار تومان پرداخت کردم.,0
